ID,Varenavn,Produsent,ATC Kode
ID_94A0072B-8E19-44AA-A6D6-DA38E93FE3C7,Melperon aristo mikst oppl 25 mg/5 ml,Aristo Pharma,N05AD03
ID_93B0F9EE-8702-4691-A97C-779BE4039CE5,"BetaGalen salve 0,1 %",GALENpharma GmbH,D07AC01
ID_A8AFB41E-CD0A-4607-AD79-30F2C11A10A2,"Ebetrexat inj, oppl 25 mg/sprøyte",Orifarm,L04AX03
ID_A198B18A-1294-4029-93BC-86B19BFCF797,Captopril abz tab 25 mg,AbZ-Pharma,C09AA01
ID_B74881F2-C55D-4B00-BA25-6278694327D9,Okrido mikst oppl 6 mg/ml,Pharmapol,H02AB06
ID_B63AE28A-88B0-4809-9A66-40408CF81FB4,Prucalopride Orifarm tab 2 mg,Orifarm Generics A/S,A06AX05
ID_B19D9F95-0215-440D-936D-D928872EFE51,Hydrea orifarm kaps 500 mg,Orifarm,L01XX05
ID_CF978F2C-2937-4F80-80F8-73FFF5F991B1,Abrysvo pulv+væske til inj oppl 60 mikrog/dose/60 mikrog/dose,Pfizer Europe MA EEIG,J07BX05
ID_CCC23A8A-3B0A-450F-8786-F6833E5175A9,Buprenorphine stada depotplaster 70 mikrog/time,Stada,N02AE01
ID_D4081688-33F5-4AAF-8784-4FD8BB16DD73,"Octreotide Acetate fresenius kabi inj, oppl 5000 mikrog/5 ml",Fresenius Kabi,H01CB02
ID_DB7D49EC-0CF8-49D3-A600-01B0310E48DA,"Testoviron-Depot inj, oppl 250 mg/sprøyte",Jenapharm,G03BA03
ID_DA121BE3-BEFA-4DC6-8F7C-0AFD7B40C28F,"Paracefan inj, oppl 0,75 mg/5 ml",Hikma,C02AC01
ID_E0AEA345-C7FF-4953-88BE-B54FA49344FD,Simvahexal tab 30 mg,Hexal,C10AA01
ID_EDAFF9F5-B0B7-4E60-812C-F18FAD09C59F,Riboflavin natures way kaps 100 mg,Nature's Way,A11HA04
ID_F86ECA0C-8CB0-4116-B1AA-DE06067311F0,Talmanco tab 20 mg,Viatris Limited,G04BE08
ID_0FF0FCB7-5806-4341-A5D1-9F87669FF10B,"Acetylsalisylsyre SA stikkpille 6,25 mg","Sykehusapoteket Oslo, Ullevål",N02BA01
ID_1823DEFE-D37B-4C3E-8EB3-B56B6F26E03D,Arcoxia tab 30 mg,2care4 ApS,M01AH05
ID_1ADF705C-416F-418E-B745-BDF9415F0E1E,"Natacyn øyedr, susp 5 %",,S01AA10
ID_1C2EE35A-7CCF-4983-90EF-912E5F1BFA2E,Probi original travel pack kaps,Probi,
ID_1F68EB91-2713-45D4-9EB1-35C0A72EF398,"Talvey inj, oppl 40 mg/ml",Janssen-Cilag International N.V.,L01FX29
ID_2160E4D6-91AB-4210-8236-D382B5AD79B6,"Heparin panpharma inj, oppl 5000 IE/ml",Panpharma,B01AB01
ID_2AEE1AB2-8D5D-4A5C-B837-5F1C725BA3C0,Probi original kaps,Probi,
ID_233E45FC-3108-435A-B6CD-AA088C00A280,Allergoval kaps 100 mg,Köhler Pharma,A07EB01
ID_2E6D36B5-11B0-4CC8-AC91-D0C3F35A9CEA,Eskio høykonsentrert omega-3 kaps 1000 mg/650 mg/2 mg,Midsona,
ID_30B48882-2264-4175-A945-CB9944B929A2,NAD+ Cell Regenerator kaps 300 mg,Life Extension,A11HA01
ID_33A8ABD8-D1EA-41D1-8234-4815F9632CD3,Morfin SA stikkpille 30 mg,"Sykehusapoteket Oslo, Ullevål",N02AA01
ID_382662A5-6C6D-4117-B5B0-4C7709D7B877,Metode tab 1 mg,Apotek 1 Gruppen AS,
ID_3FF1CB0F-2D3C-422A-85C6-723B5E6ED7F5,Fesoterodine Zentiva depottab 8 mg,Zentiva k.s.,G04BD11
ID_46D6C14D-43C6-499F-8D06-E2774862C919,"Talvey inj, oppl 2 mg/ml",Janssen-Cilag International N.V.,L01FX29
ID_4859D076-F69F-41A6-9AAB-3400F0315F1D,Fesoterodine Zentiva depottab 4 mg,Zentiva k.s.,G04BD11
ID_42C69E49-3032-46F5-8637-45AB78C8FC6A,"Tresiba inj, oppl 100 E/ml",Novo Nordisk A/S,A10AE06
ID_4C551D64-0CC7-4E15-ACEF-043239FA157B,"Betametasone eg inj, oppl 1,5 mg/2 ml",EG,H02AB01
ID_4E98AA07-CDBF-421D-A07B-642D873053D4,"Glib-ratiopharm S tab 3,5 mg",Ratiopharm,A10BB01
ID_5E527F06-B7FA-4037-A7CD-763EF5394E12,"Novalgin inj, oppl 1 g/2 ml",Opella,N02BB02
ID_67331ADE-F27B-4C4C-B92B-DE20E3274140,Primperan drank mikst oppl 5 mg/5 ml,Sanofi B.V.,A03FA01
ID_65DC90DC-19A0-4932-9C15-CFCC912EB69B,Metode melatonin sugetab 1 mg,Apotek 1 Gruppen AS,
ID_6D0792F6-C615-4BB6-A8D2-1415C83D8837,"Acetylsalisylsyre SA stikkpille 12,5 mg","Sykehusapoteket Oslo, Ullevål",N02BA01
ID_79B84400-92CC-4C14-A1E0-08FA496E1177,Acetylsalisylsyre SA stikkpille 500 mg,"Sykehusapoteket Oslo, Ullevål",N02BA01
ID_782C0C8C-6A9D-4D14-981E-A8A836EB0A29,Erythromycin brown & burk enterotab 250 mg,Brown & Burk UK Ltd,J01FA01
ID_8223A9C9-6FA9-4513-A605-D454A0881090,Eskio pure omega-3 kaps 500 mg/175 mg,Midsona,
ID_7DDF4401-8913-495B-8896-EC63EC6BE7D5,"Acetamol Prima Infanzia dråper, oppl 100 mg/ml",Abiogen,N02BE01
ID_84B7880E-CCF0-4989-B13D-485D1DAF4EE5,Cyclophosphamide hikma kaps 25 mg,Hikma,L01AA01
ID_8F1E71B5-23DF-430F-9E44-653AC15B5F58,Zarontin kaps 250 mg,Erfa,N03AD01
ID_93E76E4D-9631-459D-B9DC-9EEA5224B311,Demser kaps 250 mg,Bausch Health,C02KB01
ID_9B3B2156-BE81-4799-A19C-35196852C485,Nitroglicerina eg stada depotplaster 10 mg/24 timer,Lavipharm,C01DA02
ID_9D4EB4EE-FD1D-4A32-9C5A-4622B09C90A3,"Ozempic Orifarm inj, oppl 1 mg/0,74 ml",Orifarm A/S,A10BJ06
ID_B39D8411-FAE4-4B23-80FF-66E1084CAE65,"Ryeqo tab 40 mg/1 mg/0,5 mg",Orifarm AS,H01CC54
ID_C4346307-1418-4B86-AEF3-329B8290B46C,"Betametasone eg inj, oppl 4 mg/2 ml",EG,H02AB01
ID_BE27E29E-0EA3-4CC1-83B0-83C65B308255,Acetylsalisylsyre SA stikkpille 25 mg,"Sykehusapoteket Oslo, Ullevål",N02BA01
ID_CB70A3D7-BAB6-45FF-A65F-941BCBE0094E,"Ozempic 2care4 inj, oppl 1 mg/0,74 ml",2care4 ApS,A10BJ06
ID_D50CC1DB-EB68-4FD1-94A7-1C4C2B5FE6BF,Atrovent Nasal nesespray oppl 21 mikrog/dose,Stada Nordic,R01AX03
ID_D8FB375C-48B4-4604-B937-8C8800AAFB86,"Fragmin inj, oppl 10000 IE/4 ml",Pfizer,B01AB04
ID_E3CDA165-687F-4B1F-8913-289BE75ED822,Caverject Dual pulv+væske til inj oppl 20 mikrog/sprøyte,2care4 ApS,G04BE01
ID_E6DBCC66-33FE-4271-8836-7C520D256A86,Erleada tab 240 mg,Janssen-Cilag International N.V.,L02BB05
ID_EA3250AD-4BAF-4C42-827A-DC26DF30BA05,Metode vitamin D3 tab 80 mikrog,Apotek 1 Gruppen AS,
ID_F1B566E4-C14F-4DC6-BF2C-FD5F8730B55D,Kodein/paracetamol SA stikkpille 5 mg/75 mg,"Sykehusapotekene Oslo, Ullevål",N02AJ06
ID_F25F2AC4-7F06-438E-B456-34D0DE2BDB43,"Glib-ratiopharm S tab 1,75 mg",Ratiopharm,A10BB01
ID_F5C154A3-FC3D-436C-8EC3-3B384BE5B16F,"Proleukin S pulv til inj/inf væske, oppl 18 mill IE/ml",Clinigen,L03AC01
ID_F7CA7F27-5195-41B7-A98A-A8613BF6D945,"Victoza inj, oppl 6 mg/ml",Novo Nordisk,A10BJ02
ID_FF8F5D04-B07E-43B5-B892-F482F17AF727,"Avamys 2care4 nesespray susp 27,5 mikrog/dose",2care4 ApS,R01AD12
ID_FFA452D0-9A34-4F94-897A-8611C963A62C,Acetylsalisylsyre SA stikkpille 1 g,"Sykehusapoteket Oslo, Ullevål",N02BA01
ID_067D512F-893E-4B2F-A6A1-C366E13B4543,"Xylanaest mit Epinephrin inj, oppl 2 % w/v/0,005 mg/ml",Gebro Pharma,N01BB52
ID_0BC5B0F4-D971-4776-94AA-2EFDC00B98C7,Priorin kosttilskudd kaps,Bayer AS,
ID_0D50E310-0F2E-415D-8D3E-898A2FF726B3,"Methylisothiazolinone 0,2% M-035B oppl til prikktest 0,2 % w/w",Chemotechnique,V04CL
ID_19FA35C3-EF9D-4020-AD7F-DADB1144E067,Altifex tab 120 mg,Orifarm Generics (3),R06AX26
ID_1B236925-C9DA-48EC-81CC-C08822AF75C4,European baseline serie s-1000 oppl til prikktest,Chemotechnique,V04CL
ID_31487F81-6187-476A-9375-B737B23F3F78,Berocca energy orange brusetab,Bayer AS,
ID_459C8C81-BB31-471B-96CD-7F1378EE31AD,Adempas tab 2 mg,Abacus Medicine A/S,C02KX05
ID_41F98ECD-2D6A-455B-A7C7-3A3511E8F0E0,"Hydroperoxides of limonene 0,3% H-032A oppl til prikktest 0,3 % w/w",Chemotechnique,V04CL
ID_56B6E95D-67CD-49F7-81F7-7262C3C9574F,"Fleiderina depotkaps, hard 200 mg",,C01BC04
ID_5F3DF90C-3AB3-42F8-A6C2-D295DC2F706B,Kaliumklorid EQL Pharma depottab 750 mg,EQL Pharma AB,A12BA01
ID_5F478BF0-612B-47A7-9BA6-70E124F65A4D,Priorin kosttilskudd kaps,Bayer A/S,
ID_75660974-AB52-4D02-8966-340CCD273231,Lorazepam Dorom tab 1 mg,Teva,N05BA06
ID_793BCD76-F1C7-4FE7-AF65-AA8A33328982,Adempas tab 1 mg,Abacus Medicine A/S,C02KX05
ID_7601D093-A908-4032-81A9-2652444EADA3,Promixin pulv til inf væske oppl 1 mill IE,ZAMBON GmbH,J01XB01
ID_89EC9B4A-5541-42B8-9D0C-637A80266CCC,Rativor tab 1 mg,Macure Healthcare Limited,N05BA06
ID_8A0A6133-418F-471B-A304-D21C12BBD321,"Hydroperoxides of limonene 0,2% H-032B oppl til prikktest 0,2 % w/w",Chemotechnique,V04CL
ID_9A1DCBF8-AB76-4743-85C6-772799E85694,Tambocor CR kaps modif frisett 200 mg,Mylan Healthcare B.V.,C01BC04
ID_A5224D15-E8E8-4BC6-9CE8-968865A8E732,Feksofenadin Cipla tab 180 mg,Cipla Europe NV,R06AX26
ID_A57AEE7B-830E-4673-A79C-5CB738EC89A2,"Adempas tab 1,5 mg",Abacus Medicine A/S,C02KX05
ID_B09BBE41-3BA0-4443-9B39-7E651544CB2D,"Adempas tab 2,5 mg",Abacus Medicine A/S,C02KX05
ID_B34588D9-4F20-4FCA-AEA6-8FE3631DE05F,Recarbrio pulv til inf væske oppl 500 mg/500 mg/250 mg,MSD,J01DH56
ID_B827D91B-7779-4FEC-8FD7-4CF2AF260E24,Methylisothiazolinone+ C-009B oppl til prikktest,Chemotechnique,V04CL
ID_C1F90A13-7694-43A4-8144-170726B2734E,"Adempas tab 0,5 mg",Abacus Medicine A/S,C02KX05
ID_C5292BDB-CE87-4C2A-B76E-31F17DACE881,"Hydroperoxides of linalool 1,0% H-031A oppl til prikktest 1 % w/w",Chemotechnique,V04CL
ID_C755C80B-9BEC-4B78-9B7F-6B1FE7DC374B,Feksofenadin Cipla tab 120 mg,Cipla Europe NV,R06AX26
ID_CE01BB5A-080E-4168-B21A-0EE380ED0F1F,Opsumit tab 10 mg,Abacus Medicine A/S,C02KX04
ID_DF718B30-481B-4ED3-8DC9-917C1C159F9D,Cycloserine neon kaps 250 mg,Neon Healthcare,J04AB01
ID_E7BBDADC-A72F-4A7A-ABFF-CDAE3E2E721B,"Formaldehyde 2,0% F-002B oppl til prikktest 2 % w/w",Chemotechnique,V04CL
ID_F0DF9471-E529-438B-ABD9-48C20E7F426E,"Saxenda 2care4 inj, oppl 6 mg/ml",2care4 ApS,A10BJ02
ID_F542D9A4-8EA0-4170-9CD0-E7A54A5344C9,Resorb sport brusetab med hylleblomst/limesmak,Nestlé Health Science,
ID_FBE39697-9CEB-4302-A35C-4680371F8D0B,"Ryeqo tab 40 mg/1 mg/0,5 mg",2care4 ApS,H01CC54
ID_FD56929F-9286-4E89-AF47-B5D165FA58BF,Refobacin krem 1 mg/g,Almirall,D06AX07
ID_00ED9FDB-ED75-457D-ADD5-2A2B3C94DB87,Metformin Zentiva tab 1000 mg,Zentiva k.s.,A10BA02
ID_0A50DEEB-4D8E-45CF-8F1D-AF5EC312BA4E,Aciclovir eg tab 800 mg,EG,J05AB01
ID_12E71A12-4B3F-47C8-A7CD-3EA4A5B976DC,Sequidot depotplaster 50 mikrog/250 mikrog,Sandoz A/S,G03FB05
ID_14B7A6DC-8F29-4328-AD6E-CAAAEA91853F,Reisetabletten-ratiopharm tab 50 mg,Ratiopharm,R06AA11
ID_31C884E0-40EB-43DA-A7FB-437D655860EF,Metformin Zentiva tab 500 mg,Zentiva k.s.,A10BA02
ID_3D8FC1FF-3BBC-4429-9B02-CA798847FE13,Cimetidin genericon tab 800 mg,Genericon,A02BA01
ID_4E1E3A12-F9B9-4EE7-BF4B-2B32BA34955A,Litfulo kaps 50 mg,Pfizer Europe MA EEIG,L04AF08
ID_556176E8-9A98-4129-B66A-0F4771C25613,Nycoplus C-vitamin/sink granateple brusetab 1000 mg/13 mg,Orifarm Healthcare,
ID_5945D052-4321-47EA-97F6-43A8AC6D9EB2,"Terrosa inj, oppl 20 mikrog/dose",Gedeon Richter Plc,H05AA02
ID_63FA67B8-9E39-45CC-BD1F-5EAD6CBC09C1,Ulcostad tab 800 mg,Stada,A02BA01
ID_6BD0F0BD-5437-4BF6-8E95-C2922B78E9B0,Adronat tab 10 mg,Neopharmed Gentili,M05BA04
ID_657B7986-0AB1-4D72-9B07-CF773B154DC4,Baclofen-neuraxpharm tab 10 mg,Neuraxpharm,M03BX01
ID_81F9E2D7-CCB1-4B76-9C6C-7D6F8F63C38A,AmoxiClav 1a pharma tab 875 mg/125 mg,1 A Pharma GmbH,J01CR02
ID_9C6114A4-D428-438C-AEA5-0EC4F06A66D8,"Rativor tab 2,5 mg",Macure Healthcare Limited,N05BA06
ID_A4ABA7AF-2C27-4C16-B775-B74932FDF272,"Nycoplus kolin tab 82,5 mg",Orifarm Healthcare,
ID_ADC9AA74-1B1E-4AC0-8AA5-F0CD59C62D05,Hydrapres tab 25 mg,Rubió,C02DB02
ID_B06FAE5C-2BD0-4CDF-B0D5-2733558028BF,Metformin Zentiva tab 850 mg,Zentiva k.s.,A10BA02
ID_BB248290-FCDB-4FEE-9AFF-CA99E6A2224F,"Metode melatonin peppermynte dråper 1 mg/0,5 ml",Apotek 1 Gruppen AS,
ID_DC6A98A3-BD6E-4621-A6E5-23A2D85712A8,"Rativor tab 0,5 mg",Macure Healthcare Limited,N05BA06
ID_ED890BAD-4510-41B9-A8E1-6B3F8DBEF14E,"Atacand Plus tab 16 mg/12,5 mg",2care4 ApS,C09DA06
ID_EA9298DF-44F6-432E-9D6F-0756B2B1509B,"Erwinase pulv til inj/inf væske, oppl 10000 E",Porton Biopharma Limited,L01XX02
ID_08302E8D-DB5A-4DA7-B377-6385B62BDF95,"Remsima inj, oppl 120 mg",Celltrion Healthcare Hungary Kft.,L04AB02
ID_0F7027A6-6B7B-4AE9-9EC1-71B510E9F8C2,Livazo tab 1 mg,Kowa,C10AA08
ID_1DDFAAE3-023B-4386-8065-BC4139035E9B,Metode vitamin D3 brusetab med tropisk fruktsmak 40 mikrog,Apotek 1 Gruppen AS,
ID_21E01F2A-ED8A-4878-A126-86E5CF362BC7,Lofarma latex oppl til prikktest,Lofarma,V04CL
ID_2E76BF64-7948-4D54-A10B-77A7CAB93C8A,"Liothyronin glostrup tab 2,5 mikrog",Glostrup Apotek,H03AA02
ID_36B75740-86AE-46DE-935E-DEFB7E594414,"Tepkinly kons til inj oppl 4 mg/0,8 ml",AbbVie Deutschland GmbH & Co,L01FX27
ID_3790A109-758C-4BF7-ABC4-51E61FAD4AD5,"Sugammadex Mylan inj, oppl 100 mg/ml",Mylan Pharmaceuticals Limited,V03AB35
ID_3A51076D-C0A7-42FA-8B75-0ABDB18C74AA,"Ceftriaxon Fresenius Kabi pulv til inj/inf væske, oppl 1 g",2care4 ApS,J01DD04
ID_31F8766F-EB20-4190-A4EC-EC33B4DBA754,Brintellix tab 20 mg,Orifarm AS,N06AX26
ID_47AB7068-9108-4D65-AC62-4159828C74F3,Giduxa kaps,Sana Pharma Medical AS,WITHOUT
ID_44919AA4-FDB0-4DB8-AECC-F0FDB093D5F3,Cimetidin genericon tab 400 mg,Genericon,A02BA01
ID_4110C07B-A4F0-438E-9B2A-28116B3FF568,Pradaxa kaps 110 mg,Orifarm AS,B01AE07
ID_4D209416-0DDF-4D6D-853D-8C9A0BA9C4DF,Desmopressin Sandoz sublingvaltab 240 mikrog,Sandoz A/S,H01BA02
ID_547967DB-2B73-4AFB-B6A4-642299A07882,Veoza tab 45 mg,Astellas Pharma Europe BV,G02CX06
ID_5E6154B0-01BC-4EE7-BB43-056CBFD6BD87,"Fluticrem krem 0,05 % w/w",Difa Cooper,D07AC17
ID_5E9AD294-D2AB-4684-91F1-A74EAD093C7A,"Victoza abacus inj, oppl 6 mg/ml",Abacus Medicine,A10BJ02
ID_6FACF457-E0C7-4B01-AD58-8C392A73AB88,"Myrelez inj, oppl 60 mg/sprøyte",Amdipharm Limited,H01CB03
ID_7459EF6B-E138-4D04-B562-E03C3CD75445,Lofarma house dust mites mix oppl til prikktest,Lofarma,V04CL
ID_7E253AA2-58E2-4B37-A721-E9C8A221C2CE,"Pentacarinat pulv til inj/inf/inhal væske, oppl 300 mg",sanofi-aventis (2),P01CX01
ID_8A1CE778-D0D9-4FFE-939B-03E91E18566D,Metamizol hexal tab 500 mg,Hexal,N02BB02
ID_851E8AD1-06C3-4D97-A5FC-0971456DD28C,Adepend tab 50 mg,Orpha-Devel Handels und Vertriebs GmbH,N07BB04
ID_8C64F060-D113-4D3E-B386-BE4DDAB2B402,Pradaxa kaps 150 mg,Orifarm AS,B01AE07
ID_90E95FA0-3B1A-4967-A5C3-FC1F14499D42,Delipam tab 15 mg,2care4 Generics ApS,N05BA04
ID_9DD1BB05-AD1B-4F7B-989A-C62E07F871EF,Lofarma grey alder oppl til prikktest,Lofarma,V04CL
ID_A86D96EB-42AC-43A5-911E-AD7CAB1C1159,Fluoxetine arrow disperg tab 20 mg,Arrow,N06AB03
ID_ABD878E3-8447-417B-99CD-0F8D487D1AB7,"Produodopa inf, oppl 240 mg/ml/12 mg/ml",AbbVie AS,N04BA07
ID_BEBA4EBE-C6AD-4FB2-9226-5CE3F51C6311,"Cutivate krem 0,5 mg/g",GlaxoSmithKline,D07AC17
ID_BDC9D924-DF29-44AC-81FA-EF6BE61D0D9F,"Tepkinly inj, oppl 48 mg",AbbVie Deutschland GmbH & Co,L01FX27
ID_BDD11B56-475B-4907-9189-A6F4106535D0,Resorb original mango brusetab,Nestlé Health Science,
ID_C682612F-FB2D-4936-BC50-408148740FE9,Mint-Nadolol tab 80 mg,Mint Pharmaceuticals,C07AA12
ID_C6A72795-4E5D-4407-B74B-228CE3529557,Delipam tab 10 mg,2care4 Generics ApS,N05BA04
ID_CD0F0FAE-CA57-417B-8DB4-EE17488EFBCC,"Fulvestrant Ever Pharma inj, oppl 250 mg/sprøyte",EVER Valinject GmbH,L02BA03
ID_D0FACB21-F614-4287-BDB8-A6BA77396635,Metoprololo eg tab 100 mg,EG,C07AB02
ID_D5C749F8-0EDB-4072-9808-2F72F8D00E7D,Desmopressin Sandoz sublingvaltab 120 mikrog,Sandoz A/S,H01BA02
ID_D79DED5C-2998-483A-A07E-54AB14675CE4,"Victoza 2care4 inj, oppl 6 mg/ml",2care4,A10BJ02
ID_DAA3D46C-07D9-4D30-B7E9-E5AF1A0BBBDD,Desmopressin Sandoz sublingvaltab 60 mikrog,Sandoz A/S,H01BA02
ID_E034ACC7-CF6C-4D4E-89C6-04F70B67F97E,Ulcostad tab 200 mg,Stada,A02BA01
ID_02083226-7B81-493D-8DA4-4D5FF358FFE2,"Anagrelide sandoz kaps 0,5 mg",Sandoz,L01XX35
ID_0A1F34B1-EC88-4992-8A0F-DA75EEDD3583,Mint-Nadolol tab 40 mg,Mint Pharmaceuticals,C07AA12
ID_0D165DBB-F55C-4490-BB22-7F8EF0BA72B4,"Dråpe omega-3 høykons fiskeolje sitron dråper 940 mg/ml/3,6 mg alfa-TE/ml",Pharma Helse AS,
ID_24C93D94-FD13-430D-B51E-595374E9CD30,Desmopressin Zentiva sublingvaltab 240 mikrog,Zentiva k.s.,H01BA02
ID_2CA75497-DCF7-4DD4-AFBD-A313AC97436D,Desmopressin Zentiva sublingvaltab 60 mikrog,Zentiva k.s.,H01BA02
ID_2F11941A-F764-4235-96CB-7A14FF9CBC5C,"Amgevita inj, oppl 40 mg/sprøyte",Amgen Europe B.V. (2),L04AB04
ID_3BD03AE0-2AEA-49FD-A5B1-9C2C96449BA5,Nicotinell munnspray oppl med mintsmak 1 mg/dose,Haleon Denmark ApS,N07BA01
ID_52081548-1376-4D14-88B2-B3F4C8A32D26,"Tirofiban ibisqus inf, oppl 50 mikrog/ml",Ibigen,B01AC17
ID_5B929649-7433-4452-90F4-4779614C50A2,Duranoct tab,Sana Pharma Medical AS,
ID_5D12F049-1D0C-417E-BAFD-22282F289F37,"Dråpe vegansk jern peppermynte dråper 4,5 mg/dråpe",Pharma Helse AS,
ID_60712D0D-EA37-42F0-8A8F-5D21963047D9,"Cozaar Comp tab 100 mg/12,5 mg",2care4 ApS,C09DA01
ID_6AFFE634-C120-4DD6-8805-0BF1F9ED23D9,"Yuflyma inj, oppl 40 mg/penn",Celltrion Healthcare Hungary Kft. (1),L04AB04
ID_6A15DA61-457E-4790-B489-6E796918A74C,Pirfenidone Newbury tab 801 mg,Newbury Pharmaceuticals AB,L04AX05
ID_6C58A4C9-6480-4D78-B6C8-2E5E11E9149A,Fluoxetina eurogenerici smeltetab 20 mg,EG S.p.A,N06AB03
ID_6DF0E7C0-C36A-48C4-BD79-41474C2E9D14,Ribavirin-ratiopharm tab 200 mg,Ratiopharm,J05AP01
ID_75CDE23E-287C-48A5-ABEA-1E4896E85BC7,SomaKit TOC prep sett til radioaktive legemidler 40 mikrog,Advanced Accelerator Applications,V09IX09
ID_848C3D53-FCFA-4D9E-97E4-01A421A9B43D,"Dråpe omega-3 høykons fiskeolje naturell dråper 940 mg/ml/3,6 mg alfa-TE/ml",Pharma Helse AS,
ID_8A45CF1A-DA4E-409C-B327-6676EAF67A99,"Amgevita inj, oppl 20 mg/sprøyte",Amgen Europe B.V. (2),L04AB04
ID_938C1A6C-3E88-4E48-83A6-E21909E068BB,Visanne tab 2 mg,2care4 ApS,G03DB08
ID_9A627B64-1327-4D9D-AF8E-34268A80E7B1,"Yuflyma inj, oppl 80 mg/penn",Celltrion Healthcare Hungary Kft.,L04AB04
ID_A96710E2-E228-4564-97B0-9A72E51BF057,"Sugammadex Teva inj, oppl 100 mg/ml",Teva B.V.,V03AB35
ID_AEFE791B-4CFB-4142-9568-D4C253629B30,Indivina tab 1 mg/5 mg,Orion Corporation,G03FA12
ID_B37BDCF4-6AF9-4A70-8B68-5506852839B3,Desmopressin Zentiva sublingvaltab 120 mikrog,Zentiva k.s.,H01BA02
ID_C374713D-5708-431F-8A3C-BE1CFB5A86BF,"Amgevita inj, oppl 40 mg/penn",Amgen Europe B.V. (2),L04AB04
ID_E1412383-873A-45F4-88C5-9E6764E85775,Metode tranebær&vitamin C kaps 50 mg/450 mg,Apotek 1 Gruppen AS,
ID_DFF8B59A-A403-4E8B-9243-8E877D01F548,Oxybutynin Macure tab 5 mg,Macure Pharma ApS,G04BD04
ID_E369D622-0FAC-4883-981E-F8A520A30465,Pirfenidone Newbury tab 267 mg,Newbury Pharmaceuticals AB,L04AX05
ID_EE7C39E5-C197-4986-9331-9275399AA2DA,OxyNorm mikst oppl 10 mg/ml,Orifarm AS,N02AA05
ID_FEAC8198-EFE8-4F76-9B22-F764A357D35D,Fluoxetin hexal tab 20 mg,Hexal AG,N06AB03
ID_087D6049-A01B-4F0E-B8C0-BDBDC4C388C8,Indometacin belupo kaps 25 mg,Belupo,M01AB01
ID_09E4347C-A5E3-46DE-921F-C4A11EB04372,Respreeza pulv+væske til inf oppl 4000 mg,CSL Behring GmbH,B02AB02
ID_0F7BE651-8A68-4FC3-942B-7CAF2492E8A3,Sapropterin Dipharma oppl tab 100 mg,Dipharma Arzneimittel GmbH,A16AX07
ID_1747E014-4D48-4E56-AEFC-3E62BFF2F468,New Nordic active liver tab,New Nordic Healthbrands AB,
ID_1981A898-ABC4-4F35-8294-B2AFCC58FD70,"Clinoleic inf, emul 200 mg/ml",Baxter Medical AB,B05BA02
ID_23CDD42D-3D68-4732-BDE8-5CED247F4618,Ketogan stikkpille 10 mg/50 mg,Pfizer,N02AG02
ID_286CCABE-A755-41CB-9822-E26C38C2BDC4,Columvi kons til inf oppl 10 mg,Roche Registration GmbH,L01FX28
ID_2E5A3723-FD2A-4798-BA14-94146E54E00A,"Sapropterin Dipharma pulv til mikst, oppl 500 mg",Dipharma Arzneimittel GmbH,A16AX07
ID_2EA50976-411B-4E13-943E-27968BC3506C,Indivina tab 2 mg/5 mg,Orion Corporation,G03FA12
ID_352558E6-7A11-4123-9C70-D452486153D5,Respreeza pulv+væske til inf oppl 5000 mg,CSL Behring GmbH,B02AB02
ID_5BFA43DA-E4C8-4AF4-9CD8-CEA39DB5DF57,"Stelara inj, oppl 90 mg/penn",Janssen-Cilag International N.V.,L04AC05
ID_6355693C-0DD1-4DD9-8E33-32F648573A42,"Davilose Forte øyedr, oppl 10 mg/ml",DAVI,S01XA20
ID_78B18764-8076-455A-BE9F-F6AE1B75A744,Ezetimibe Zentiva tab 10 mg,Zentiva k.s.,C10AX09
ID_734F8C2C-88D6-49A2-B6AE-5893F9C6EDBD,Vitaminbjørner markjordbær&skogsbær tyggetab,Amapharm,
ID_7AB190DC-E033-44AC-88CD-BDD860D951D2,"Stelara inj, oppl 45 mg/penn",Janssen-Cilag International N.V.,L04AC05
ID_753CC46B-FA63-452D-944C-BC4CE44FE99A,Nycoplus multi uten A&D&K-vitamin tab,Orifarm Healthcare,
ID_7BDFFD37-D11A-42C9-B1FA-789BB8369838,Nycoplus sink tab 13 mg,Orifarm,
ID_82F6BAF0-E383-4F25-9EC4-393F1D032674,Estradiol Transderm System sandoz depotplaster 50 mikrog/24 timer,Sandoz,G03CA03
ID_8CCD2712-CA87-490E-8FD0-C18580A10A32,Estradiol Transderm System sandoz depotplaster 100 mikrog/24 timer,Sandoz,G03CA03
ID_9E61E6CF-4354-493C-B821-DF0E20FDB881,Kaftrio gran 60 mg/40 mg/80 mg,Vertex Pharmaceuticals (Ireland) Limited,R07AX32
ID_AADDDB4F-5147-49CA-8195-E1DB9116BCA9,"Voltabak øyedr, oppl 1 mg/ml",Laboratoires Théa,S01BC03
ID_B179D16B-5F3E-471E-8BDD-E29598D48980,"Tezspire inj, oppl 210 mg/penn",AstraZeneca AB,R03DX11
ID_A9D0F849-C7AB-4FF7-AA17-8A53FF19EEF0,Kaftrio gran 75 mg/50 mg/100 mg,Vertex Pharmaceuticals (Ireland) Limited,R07AX32
ID_B59AEF9B-4B87-484A-B9DF-A9345707BF1D,"Sapropterin Dipharma pulv til mikst, oppl 100 mg",Dipharma Arzneimittel GmbH,A16AX07
